Date,Mean Covariance Gold30 stock-cap sweep stockcap6 none + asset-level daily exposure,Mean Covariance Gold30 stock-cap sweep stockcap6 mom_63 + asset-level daily exposure,Mean Covariance Gold30 stock-cap sweep stockcap6 zscore_63 + asset-level daily exposure,Mean Covariance Gold30 stock-cap sweep stockcap8 none + asset-level daily exposure,Mean Covariance Gold30 stock-cap sweep stockcap8 mom_63 + asset-level daily exposure,Mean Covariance Gold30 stock-cap sweep stockcap8 zscore_63 + asset-level daily exposure,Mean Covariance Gold30 stock-cap sweep stockcap10 none + asset-level daily exposure,Mean Covariance Gold30 stock-cap sweep stockcap10 mom_63 + asset-level daily exposure,Mean Covariance Gold30 stock-cap sweep stockcap10 zscore_63 + asset-level daily exposure
2023-01-26,1.5145633174195836,2.3899757933773618,2.3715616497748027,1.5211416863509029,2.79392791275148,2.7986338493176603,1.52315851604687,3.01230045527973,3.0610506576123133
2023-01-27,1.5116892396925905,2.387247135709032,2.3688540157060793,1.5174375923392882,2.790105568869333,2.7948050672923745,1.5191516927219757,3.006923309741123,3.055586489900171
2023-01-30,1.5030117425811118,2.365933062255576,2.3477041616603738,1.5083272353252748,2.7613763635215682,2.7660274720712184,1.5097446443979887,2.973062867816307,3.021178060342842
2023-01-31,1.5109198525946017,2.375809187595794,2.3575041940164057,1.5168424661165634,2.773481199929864,2.7781526971917763,1.5184815939697751,2.9819782467299825,3.0302377231791797
2023-02-01,1.5117077034501525,2.40059865436008,2.3829154262169254,1.516676604041311,2.8090278685324854,2.8141369434218655,1.518071923288349,3.029668349960909,3.0786996292950706
2023-02-02,1.5108121187510497,2.444387792571892,2.4224612182862493,1.5099065180559437,2.8752560247213,2.8805537850142398,1.5098128549510994,3.1216882856783075,3.172208789129199
2023-02-03,1.494622083194281,2.399553937835953,2.3795584016475266,1.493488841495412,2.8176164619752306,2.8236803102928847,1.4932224874516793,3.0605115981388473,3.1100420357115617
2023-02-06,1.4922423346634124,2.3856556135702696,2.36517600996654,1.492676968570423,2.8000963592955617,2.8060690149730365,1.4924566882151429,3.0362793803291215,3.0854176506732593
2023-02-07,1.5062000899034766,2.423110352435736,2.4012804488698314,1.5052626852037927,2.849594950743371,2.8556941457440335,1.504280745642119,3.100557860299356,3.1507363950363367
2023-02-08,1.4983255049112156,2.3987107119484192,2.3799686300624106,1.4991187799619765,2.819793953204282,2.8248923292138666,1.4983617314275477,3.0600219977530987,3.109544511774289
2023-02-09,1.4854641273192029,2.3750464558644335,2.3563275144564377,1.4881339669803562,2.795368496884063,2.8020736122659704,1.4878471288737787,3.0322757400986933,3.0813492166833116
