,Stocks+Gold+BTC+BIL one-model capped Static Copula [mean_variance] PIT reselect,Stocks+Gold+BTC+BIL one-model capped Dynamic HMM Copula [mean_variance] PIT reselect
2022-08-24,19602.47282830135,19485.633304600356
2022-08-25,19857.55562363458,19749.86079659386
2022-08-26,19272.564102070657,19139.97341552576
2022-08-29,19537.943483221567,19374.25795225438
2022-08-30,19343.977943751535,19183.50065296605
2022-08-31,19260.91166075622,19091.36843162759
2022-09-01,19266.480625149226,19096.888375484985
2022-09-02,19120.251458280607,18951.94638367746
2022-09-05,19154.537869833366,18985.930990776087
2022-09-06,19031.97426490438,18864.44624596127
2022-09-07,19411.258761069468,19240.392108972803
2022-09-08,19425.736170891138,19254.742082105397
2022-09-09,19637.995862304306,19465.133368007453
2022-09-12,19958.650622585625,19782.965580506447
2022-09-13,19130.215240050857,18961.822459747924
2022-09-14,19456.94279865434,19285.67401506005
2022-09-15,19517.39372934842,19345.59282940501
2022-09-16,19342.68486014809,19172.421826447116
2022-09-19,19483.505870143177,19312.003266416432
2022-09-20,19474.685085488338,19303.26012628539
2022-09-21,19266.750183917757,19097.155561475694
2022-09-22,19148.07290620631,18979.522934673914
2022-09-23,18690.651254391523,18526.127714488528
2022-09-26,18551.61624502467,18388.316553964614
2022-09-27,18772.905063427286,18607.657488409157
2022-09-28,19228.269767664933,19059.01386719745
2022-09-29,18700.006207835977,18535.400321414647
2022-09-30,18344.04988152852,18182.57728319105
2022-10-03,18255.34233896631,18094.650584416457
2022-10-04,18649.34619724973,18485.186243084034
2022-10-05,18596.79154317834,18433.094198774525
2022-10-06,18688.70774027117,18524.201308055788
2022-10-07,18338.777023549723,18177.350839285697
2022-10-10,18187.21874622243,18027.126646252633
2022-10-11,18029.27421637793,17870.57241537657
2022-10-12,18186.87434775112,18026.785279331958
2022-10-13,18427.649011655853,18265.440536080387
2022-10-14,18115.07815639138,17955.62107042127
2022-10-17,18710.158001349275,18545.462754264023
2022-10-18,18739.880904517282,18574.92402303637
2022-10-19,19016.643648240894,18849.25057629819
2022-10-20,18993.594514281638,18826.404331208832
2022-10-21,19252.709947083884,19083.23891313714
2022-10-24,19137.804548720018,18969.34496390019
2022-10-25,19500.946396320236,19329.290273218197
2022-10-26,19525.36789621101,19353.496804055354
2022-10-27,19586.44861434624,19414.039862168436
2022-10-28,19711.186028811175,19537.6792816675
2022-10-31,19613.120250584856,19440.476722638712
2022-11-01,19778.47350945505,19604.374467567013
2022-11-02,19482.766489704358,19311.270394337625
2022-11-03,19566.49514135054,19394.262028639005
2022-11-04,19727.551488454028,19553.900685155433
2022-11-07,19575.858578654494,19403.54304474586
2022-11-08,19677.687218996984,19504.475343481812
2022-11-09,19225.804424745493,19056.570225337997
2022-11-10,19621.374422024423,19448.658237139483
2022-11-11,19577.98120844004,19405.646990186946
2022-11-14,19421.785740496874,19250.82642518071
2022-11-15,19376.596284990515,19206.034747637514
2022-11-16,19158.288304156576,18989.648412085324
2022-11-17,19095.80778269512,18927.717872346064
2022-11-18,19101.66088488283,18933.51945288917
2022-11-21,18998.375706435883,18831.14343715391
2022-11-22,19350.142718189218,19179.814037059037
2022-11-23,19453.18664462458,19281.950924391702
2022-11-24,19389.798030773807,19219.12028570179
2022-11-25,19219.889331917144,19050.707199823817
2022-11-28,19004.47550245341,18837.189540016505
2022-11-29,19116.34968490709,18948.07895547248
2022-11-30,19392.639597479276,19221.936839655864
2022-12-01,19477.41828567551,19305.969267612123
2022-12-02,19315.14956589398,19145.128910268613
2022-12-05,18992.658209705558,18825.476268407805
2022-12-06,18736.165500997675,18571.24132417381
2022-12-07,18718.34346772791,18553.57616847679
2022-12-08,18911.584214339295,18745.11592290479
2022-12-09,18798.293746538242,18632.822688883676
2022-12-12,18856.565013165862,18690.581025548094
2022-12-13,19425.959796145467,19254.963738909413
2022-12-14,19345.45961417821,19175.172155841134
2022-12-15,18829.49150324779,18663.745828871688
2022-12-16,18843.955293721192,18678.08230253966
2022-12-19,18663.88312909731,18499.595214302823
2022-12-20,18820.66490689188,18654.996928196786
2022-12-21,19108.969400158672,18940.763635318162
2022-12-22,18863.853442018284,18697.805298363415
2022-12-23,18874.730333702635,18708.5864467428
2022-12-26,18827.618137421345,18661.888953255937
2022-12-27,18602.725047311178,18438.97547352858
2022-12-28,18415.407474480515,18253.306754434936
2022-12-29,18745.067039699177,18580.064507517975
2022-12-30,18761.004038406412,18595.861221576644
2023-01-03,18892.09101024938,18725.801198692414
2023-01-04,18861.466524221483,18695.29568972498
2023-01-05,18763.500031145748,18598.235822073944
2023-01-06,19341.811467046246,19171.475522229917
2023-01-09,19736.798704310702,19562.909696235805
2023-01-10,19756.035291760018,19581.80746266641
2023-01-11,19624.2077482204,19451.121177602356
2023-01-12,19756.338414522415,19582.069164407472
2023-01-13,19742.943899554182,19568.814126454323
2023-01-16,19663.981517470373,19490.624113202815
2023-01-17,19610.24022177499,19437.288397078428
2023-01-18,19612.810233961925,19439.89197119324
2023-01-19,19544.152742253576,19371.89746243448
2023-01-20,19361.07590392092,19190.5558963667
2023-01-23,19480.30230402996,19308.687246273217
2023-01-24,19651.458253584093,19478.332609736863
2023-01-25,19594.96565207791,19422.31679735748
2023-01-26,19279.977987080852,19110.17460754023
2023-01-27,19425.098968872328,19254.11668392766
2023-01-30,19315.626627689016,19145.61468588673
2023-01-31,19197.441845940833,19028.392726086826
2023-02-01,19643.12589670629,19470.15216558795
2023-02-02,20366.419852995026,20187.076929164057
2023-02-03,20413.278630959547,20233.523077402395
2023-02-06,20434.845617236926,20254.900148790206
2023-02-07,20797.172295092347,20614.036244979452
2023-02-08,20386.946664467254,20207.42298533354
2023-02-09,20232.7664361878,20054.60043960881
2023-02-10,19986.039646225116,19810.04628009461
2023-02-13,20166.22650239395,19988.64644415681
2023-02-14,20365.44034311558,20186.106044667325
2023-02-15,20304.015531617824,20125.222128691177
2023-02-16,20491.30908860824,20310.866413282813
2023-02-17,20285.42580179795,20106.796096591523
2023-02-20,20361.597445052514,20182.296986453355
2023-02-21,20172.636817104074,19995.000310822008
2023-02-22,20058.668877191736,19882.035951495476
2023-02-23,20425.198051963253,20245.33753819077
2023-02-24,20153.962609901708,19976.490545232067
2023-02-27,20245.778517677496,20067.497939117166
2023-02-28,20312.885852098043,20134.014338770954
2023-03-01,20621.038633075423,20439.453583391627
2023-03-02,20408.889411348755,20229.17250844714
2023-03-03,21870.72251106342,21678.132976440178
2023-03-06,21744.112638945746,21552.638007423553
2023-03-07,21710.76794741758,21519.58694307759
2023-03-08,21803.938825653608,21611.937375803835
2023-03-09,21636.049583235857,21445.526534982055
2023-03-10,21429.944194898955,21241.23607254909
2023-03-13,21237.792703372128,21050.776631493467
2023-03-14,21041.309436421692,20856.023559826892
2023-03-15,21370.193525487666,21182.01155647405
2023-03-16,21658.446132067234,21467.725863949556
2023-03-17,21737.36569878336,21545.950479567524
2023-03-20,21512.807698787325,21323.36989575851
2023-03-21,21885.442162282,21692.723009134425
2023-03-22,21895.402990883853,21702.59612452315
2023-03-23,22200.77082824466,22005.2749492253
2023-03-24,22157.652148697543,21962.535964789917
2023-03-27,22097.416133153347,21902.830376450187
2023-03-28,22316.47653581383,22119.9617737483
2023-03-29,22482.844561065856,22284.864792961172
2023-03-30,22598.127814696614,22399.132883596954
2023-03-31,22821.38519914342,22620.424304836546
2023-04-03,22369.307567401876,22172.327585050087
2023-04-04,22225.549003232605,22029.834932190217
2023-04-05,21626.26941631375,21435.832490399764
2023-04-06,21645.357125697803,21454.75211694771
2023-04-07,21837.695835255858,21645.397127427233
2023-04-10,22053.75372028477,21859.552446708338
2023-04-11,22050.387334434425,21856.215704628747
2023-04-12,21785.010542725257,21593.175771831724
2023-04-13,21987.49322180727,21793.875425917016
2023-04-14,21917.432805461875,21724.431948631245
2023-04-17,22115.267405560924,21920.524453856837
2023-04-18,22204.965533747814,22009.432716928142
2023-04-19,21964.97694465737,21771.557422936407
2023-04-20,21640.907917172688,21450.34208732942
2023-04-21,21354.177840786517,21166.136902928218
2023-04-24,21225.290388343812,21038.38440953737
2023-04-25,20741.827426577667,20559.17873313375
2023-04-26,20949.98506831299,20765.503377201534
2023-04-27,21241.418987882596,21054.370983613677
2023-04-28,21423.907924673662,21235.25295660221
2023-05-01,21446.492120267576,21258.253487580703
2023-05-02,21314.317782669477,21129.793572595936
2023-05-03,21016.115883959465,20834.585881861192
2023-05-04,20976.409681049674,20797.860014789032
2023-05-05,21320.308322083936,21137.519266411156
2023-05-08,21580.886821169595,21396.20063442213
2023-05-09,21414.72925010646,21231.40677293802
2023-05-10,21617.33969957011,21427.486925799833
2023-05-11,21484.72452529794,21287.985340185543
2023-05-12,21469.666969803853,21272.318602634634
2023-05-15,21563.87951948725,21358.476168691686
2023-05-16,21714.886955167534,21505.581837514077
2023-05-17,22085.052630458187,21870.045058464282
2023-05-18,22527.680968430614,22300.878119126883
2023-05-19,22422.329252823267,22195.22721804564
2023-05-22,22717.415483692224,22485.858418077998
2023-05-23,22518.48401493099,22292.7581935037
2023-05-24,22486.75811443151,22261.293576866294
2023-05-25,23377.495634706353,23139.54437855824
2023-05-26,24004.560936837053,23758.112859179335
2023-05-29,24142.224677998685,23894.357466641573
2023-05-30,24244.26552141634,23996.738200960815
2023-05-31,24116.69173792686,23871.63460524685
2023-06-01,24369.260637533054,24121.637074473023
2023-06-02,24444.943746425553,24196.551143985704
2023-06-05,24659.274608560474,24408.704124216652
2023-06-06,24655.78091907894,24405.24593519
2023-06-07,24010.01216024651,23766.039031612592
2023-06-08,24393.617604833224,24145.74654312655
2023-06-09,24430.267724394605,24182.02424953484
2023-06-12,24970.66172641627,24716.927141660817
2023-06-13,25090.943272119563,24835.986469531563
2023-06-14,25458.520754436697,25199.828883837148
2023-06-15,25482.84859293865,25223.90951967912
2023-06-16,25076.601761802987,24821.79068771849
2023-06-19,25173.609120863777,24917.812325125633
2023-06-20,25212.31157302519,24956.121509750297
2023-06-21,24756.67338538038,24505.11320206653
2023-06-22,24905.636634913586,24652.56279014059
2023-06-23,24988.62229478531,24734.70520716281
2023-06-26,24430.698113673538,24182.450265495732
2023-06-27,24872.44105709492,24619.70452281236
2023-06-28,24970.058594514176,24716.33013836773
2023-06-29,25141.35537892318,24885.886323391023
2023-06-30,25652.050783115617,25391.392394287483
2023-07-03,25608.364034983362,25348.149560658498
2023-07-04,25412.49235902125,25154.268197124235
2023-07-05,25316.110522914616,25058.865726539843
2023-07-06,25180.660201052684,24924.791757116993
2023-07-07,25317.349203240814,25060.091820253732
2023-07-10,25309.5526497642,25052.374489958333
2023-07-11,25322.66214538269,25065.350775954128
2023-07-12,25543.909353686933,25284.349823230747
2023-07-13,25911.956883275816,25648.657508512988
2023-07-14,25771.266520920573,25509.396744262212
2023-07-17,26211.304997474253,25944.96385432396
2023-07-18,26531.11840984796,26261.52754411214
2023-07-19,26096.140203301322,25830.969285095332
2023-07-20,24965.73655329852,24712.052014744055
2023-07-21,24908.71853136481,24655.613370492738
2023-07-24,25169.058076418067,24913.307525244236
2023-07-25,25493.22014349616,25234.17568171697
2023-07-26,25068.161530293783,24813.43622000121
2023-07-27,24900.141094081588,24647.123091191595
2023-07-28,25707.779230913915,25446.554568163363
2023-07-31,25712.490138585257,25451.2176068509
2023-08-01,25753.395821501243,25491.707634523842
2023-08-02,25034.406191947095,24780.023880044097
2023-08-03,25210.85385006725,24954.67859916429
2023-08-04,25490.761129572944,25231.741654591602
2023-08-07,25876.880995011783,25613.93803715297
2023-08-08,25676.083815555143,25415.18121968223
2023-08-09,25101.484553714334,24846.420637917305
2023-08-10,25107.428699448403,24852.304383355768
2023-08-11,24819.12543130821,24566.93065352043
2023-08-14,25330.840175655543,25073.445706742536
2023-08-15,25095.98759715222,24840.979537623876
2023-08-16,24792.782251556975,24540.855154932346
2023-08-17,24520.098916467716,24270.942639197267
2023-08-18,24294.67038869677,24047.804760128896
2023-08-21,25014.030376931965,24759.85510996107
2023-08-22,24875.567552513767,24622.79924894827
2023-08-23,25269.296538124163,25012.527433067527
2023-08-24,24678.17217638933,24427.40966803833
2023-08-25,24835.786051094114,24583.421979617237
2023-08-28,25040.37987151276,24785.936859211804
2023-08-29,25958.585647138247,25694.812463144175
2023-08-30,25917.731870469463,25654.373814283066
2023-08-31,26104.56812305864,25839.311566164197
2023-09-01,25946.297640019264,25675.222207782706
2023-09-04,25839.16392543306,25568.08507728899
2023-09-05,25896.97553469666,25627.345297423282
2023-09-06,25869.404552298856,25592.58859381715
2023-09-07,25862.820779549547,25584.62770785432
2023-09-08,25875.230749059152,25598.7960476369
2023-09-11,26002.719156939667,25729.227318736284
2023-09-12,25960.912686284377,25685.093175117814
2023-09-13,26016.793838726233,25730.373234064722
2023-09-14,26366.514003997527,26081.641971270506
2023-09-15,26086.210113571768,25808.986138067165
2023-09-18,25652.681476510093,25372.861954666194
2023-09-19,25654.368017949142,25379.656904238174
2023-09-20,25263.48674363779,24995.347815163455
2023-09-21,25044.370537647992,24778.557241628187
2023-09-22,25157.358543588147,24893.970615428672
2023-09-25,25133.679861705143,24866.82971328512
2023-09-26,25069.39063817195,24800.418460071087
2023-09-27,25233.955358576062,24958.510738731908
2023-09-28,25611.19654074437,25332.319316981546
2023-09-29,25669.159257005504,25396.66749151265
2023-10-02,25681.38221399007,25408.76069531383
2023-10-03,25310.85962527469,25042.171400764542
2023-10-04,25489.653705666035,25219.067486985623
2023-10-05,25342.176454261673,25073.15578497081
2023-10-06,25153.812177395637,24886.791094996
2023-10-09,24915.776460788507,24651.28225400717
2023-10-10,24864.338812213726,24600.390643404742
2023-10-11,25213.53241745745,24945.87737297564
2023-10-12,24783.033004069122,24519.947939617563
2023-10-13,24798.95704814049,24535.702941499465
2023-10-16,24151.30114699606,23894.922251894597
2023-10-17,24149.548443441203,23893.18815421932
2023-10-18,23996.68968986605,23741.952077538866
2023-10-19,23891.167970888415,23637.550527679912
2023-10-20,23377.762612891675,23129.595240369683
2023-10-23,23412.76449226572,23164.225556195008
2023-10-24,23302.61247093246,23055.24285710036
2023-10-25,23031.15655230134,22786.66858729072
2023-10-26,22188.140679168566,21952.6017756098
2023-10-27,22499.86942150016,22261.021351696316
2023-10-30,22552.282943097813,22312.878475910915
2023-10-31,22151.064509386568,21915.919189071432
2023-11-01,22348.795092155695,22123.45305396334
2023-11-02,22414.74211705816,22198.13304410775
2023-11-03,22471.084054432562,22250.678287726532
2023-11-06,22159.17593665836,21957.23467689259
2023-11-07,22186.701452097554,21982.50355441014
2023-11-08,22056.47068474635,21864.40552804537
2023-11-09,21921.019309174557,21716.946113524875
2023-11-10,21933.22435697919,21721.08346870146
2023-11-13,22073.1841589018,21856.333935258142
2023-11-14,21936.303955424803,21647.56455799282
2023-11-15,21923.0276520863,21666.503576790496
2023-11-16,22019.177309592258,21684.03313769665
2023-11-17,21806.335362345162,21461.919712800634
2023-11-20,21910.11265587896,21575.83221023392
2023-11-21,21960.959470820217,21626.049269709758
2023-11-22,21978.390404660164,21659.32877689072
2023-11-23,21992.734973571263,21666.56665782024
2023-11-24,22027.561285432785,21688.02596271343
2023-11-27,22128.04178901092,21780.227306323628
2023-11-28,22121.04688007916,21775.532707749568
2023-11-29,21967.084176264394,21621.502876762712
2023-11-30,22075.870859312075,21733.52702173333
2023-12-01,22349.563279990114,22002.975129051854
2023-12-04,21880.882795059035,21541.562754938783
2023-12-05,22198.956356752406,21854.70375816429
2023-12-06,22126.416984097417,21783.28929729052
2023-12-07,22490.34174831239,22141.570460799303
2023-12-08,22568.425933523107,22218.443747477882
2023-12-11,22872.228277400533,22517.53484526535
2023-12-12,23182.6139402466,22823.107170525534
2023-12-13,23319.02492382993,22957.40274675278
2023-12-14,23028.030281484487,22670.920733748673
2023-12-15,23078.689787424755,22720.79463219087
2023-12-18,23216.312396151323,22856.283044159838
2023-12-19,23289.497356640535,22928.333081348104
2023-12-20,22944.23366466874,22588.423601585626
2023-12-21,23404.977686762755,23042.022588375243
2023-12-22,23273.197131664743,22912.285633787407
2023-12-25,23177.88120636964,22818.44783000587
2023-12-26,23383.542501921227,23020.919811866992
2023-12-27,23425.37955369966,23062.10807126255
2023-12-28,23293.397576095707,22932.172817748993
2023-12-29,23243.45091759806,22883.000712194393
2024-01-02,22770.526953563563,22417.41066516649
2024-01-03,22449.962701702112,22101.817596406818
2024-01-04,22541.193003177814,22191.63313460049
2024-01-05,22606.87773117657,22256.29924992495
2024-01-08,22950.809770873075,22594.897728146738
2024-01-09,23052.287810098635,22694.80208624326
2024-01-10,23126.34732828828,22767.713118838477
2024-01-11,23263.256266093093,22902.4989272109
2024-01-12,22995.92654796856,22639.314852181713
2024-01-15,22850.33738680604,22495.983429907952
2024-01-16,22767.040463814737,22413.978242515986
2024-01-17,22871.442817193198,22516.761565662953
2024-01-18,23189.338377850574,22829.727328221834
2024-01-19,23693.600446031127,23326.169500523014
2024-01-22,23500.198566435996,23135.766820464676
2024-01-23,23523.866540577517,23159.067761063237
2024-01-24,24254.898682391653,23878.763346760654
2024-01-25,24201.86500570885,23826.552095272862
2024-01-26,23965.18198468418,23593.539460536635
2024-01-29,24078.91466814266,23705.508422710398
2024-01-30,23821.33548823295,23451.92367842195
2024-01-31,23612.827834058713,23246.649478137228
2024-02-01,23918.623667116437,23547.703150866524
2024-02-02,24629.247162853222,24247.306579664397
2024-02-05,24819.988783271412,24435.09025478856
2024-02-06,24714.853386471874,24331.585255966762
2024-02-07,24945.234204009073,24558.393419284206
2024-02-08,24913.073949607224,24526.731893334778
2024-02-09,25267.914139869346,24876.069362855524
2024-02-12,25319.78132033529,24927.132207686496
2024-02-13,25049.72037855043,24661.259263728767
2024-02-14,25661.17171756241,25263.228458220867
2024-02-15,25886.61242125003,25485.173117012284
2024-02-16,25637.110457166484,25239.540330294934
2024-02-19,25626.31299555675,25228.910311431504
2024-02-20,25407.73439256459,25013.72133860333
2024-02-21,25201.27921690732,24810.4677878139
2024-02-22,26256.054057787005,25848.88559937821
2024-02-23,26260.77538801332,25853.533713090506
2024-02-26,26360.289238926605,25951.504342726996
2024-02-27,26445.515544560698,26035.408992662004
2024-02-28,26319.11281075398,25910.96646224874
2024-02-29,26813.975180664467,26398.154703067416
2024-03-01,27449.672653615413,27023.994032083025
2024-03-04,27788.45671574744,27357.524365531826
2024-03-05,27413.941188882487,26988.81667671398
2024-03-06,27741.562057765528,27311.356931281098
2024-03-07,28127.9178959951,27691.721316617444
2024-03-08,27365.032074321844,26940.666025277074
2024-03-11,26930.83002154122,26513.197405482213
2024-03-12,27490.11150125936,27063.805770138504
2024-03-13,27634.494130405285,27205.949370814993
2024-03-14,27336.736866648032,26912.809608446078
2024-03-15,27238.741892268918,26816.334301209714
2024-03-18,27596.597532271742,27168.640458074206
2024-03-19,27482.506249994105,27056.318458089354
2024-03-20,27951.27708376337,27517.819779946716
2024-03-21,28011.12159371453,27576.736245005548
2024-03-22,28343.348969435938,27903.811570532514
2024-03-25,28475.56610062863,28033.978330966347
2024-03-26,28325.95379381922,27886.686152390543
2024-03-27,28267.26708985134,27828.909538519638
2024-03-28,28350.355341600527,27910.709290660237
2024-03-29,28163.508806089816,27726.760297013792
2024-04-01,28502.96930095212,28060.956573342737
2024-04-02,28461.455958433515,28020.087003252364
2024-04-03,28748.232525279116,28302.416352996217
2024-04-04,28160.057137518892,27723.362155548184
2024-04-05,28775.606576206217,28329.365898013486
2024-04-08,28655.40984548351,28211.033130453197
2024-04-09,28456.438201350837,28015.14705955367
2024-04-10,28232.250258224685,27794.435734010476
2024-04-11,28983.60111776619,28534.134942830577
2024-04-12,28096.611546278058,27660.900453338116
2024-04-15,27760.394233854033,27329.897065462257
2024-04-16,28063.705363514015,27628.504566587268
2024-04-17,27378.540209032493,26953.96468119956
2024-04-18,27366.512577822625,26942.123569717565
2024-04-19,26258.762180917493,25851.55172601076
2024-04-22,26529.416883195114,26118.00922265936
2024-04-23,27266.086579289007,26843.254937683785
2024-04-24,26816.204479709842,26400.349431028604
2024-04-25,26836.28171651694,26420.11531802122
2024-04-26,27246.198175308662,26823.674955173432
2024-04-29,27263.568508311793,26840.7759159512
2024-04-30,27056.829365394344,26637.242801553082
2024-05-01,26902.412815450713,26485.220882137517
2024-05-02,27081.80405677341,26661.830195337254
2024-05-03,27206.248674564056,26784.344975419936
2024-05-06,27659.143108943954,27230.216102784147
2024-05-07,27447.22380158883,27021.58315588109
2024-05-08,27678.836819694625,27249.604411290096
2024-05-09,27673.80103341435,27244.646717983433
2024-05-10,27560.44689784781,27133.050433331253
2024-05-13,27664.107426697043,27235.10343586917
2024-05-14,27772.944957646116,27342.25315761446
2024-05-15,28032.89501495469,27598.172012676703
2024-05-16,27779.88966819625,27349.090172351564
2024-05-17,27924.429457753664,27491.388496258303
2024-05-20,28204.33685880422,27766.95520450209
2024-05-21,28233.406084676084,27795.57363636433
2024-05-22,28170.93406565946,27734.070408607073
2024-05-23,28078.015839351694,27642.593121249258
2024-05-24,28397.436667254908,27957.060497815317
2024-05-27,28489.443671191075,28047.64069367617
2024-05-28,28803.595847586508,28356.921122889515
2024-05-29,28748.369566052184,28302.55126859542
2024-05-30,28611.691352847796,28167.99260683795
2024-05-31,28611.467667361787,28167.772390177623
2024-06-03,28830.842393389394,28383.745140081395
2024-06-04,28761.0839798238,28315.068512287955
2024-06-05,29211.09297983979,28758.098951458378
2024-06-06,28945.8542614777,28496.973449797784
2024-06-07,28799.906838296418,28353.28932129036
2024-06-10,29056.874567107465,28606.272096620945
2024-06-11,29148.18775503879,28696.169235900008
2024-06-12,29508.766388926073,29051.156159541257
2024-06-13,29427.33875476591,28970.991272791656
2024-06-14,29431.781976790342,28975.36559109361
2024-06-17,29489.366940058455,29032.057549621946
2024-06-18,29756.000573311823,29294.556334387697
2024-06-19,29670.135789772445,29210.02310780918
2024-06-20,29407.34782879197,28951.310358158073
2024-06-21,29240.822826702482,28787.367759663503
2024-06-24,29201.192866555444,28748.35236519888
2024-06-25,29502.84411762129,29045.32572846776
2024-06-26,29636.52648104188,29176.934998890047
2024-06-27,29625.700122602873,29166.276531317886
2024-06-28,29377.233545298193,28921.663075012446
2024-07-01,29649.02618409804,29189.24086151562
2024-07-02,29980.39320374916,29515.46917303254
2024-07-03,30607.06008857351,30132.417956695605
2024-07-04,30513.711501414004,30040.516982351204
2024-07-05,30857.886227585055,30379.354383562088
2024-07-08,30839.977321061757,30361.723201248402
2024-07-09,31013.624793726794,30532.677817873606
2024-07-10,31157.566502546884,30674.387335841566
2024-07-11,30239.09033248999,29770.15452944564
2024-07-12,30249.153613846534,29780.06175343167
2024-07-15,30461.486131111767,29989.10150234966
2024-07-16,30284.27396821279,29814.637475290907
2024-07-17,29233.836275176924,28780.489552804207
2024-07-18,28763.075413690003,28317.02906378868
2024-07-19,28779.279423990112,28332.98178873268
2024-07-22,29407.842542710583,28951.797400249718
2024-07-23,29284.177920788363,28830.05052016932
2024-07-24,27991.653915763036,27557.570464071887
2024-07-25,27549.412372729876,27122.187027246346
2024-07-26,27692.32568678313,27262.88409838506
2024-07-29,27727.22304537513,27297.240282599938
2024-07-30,27223.100415140743,26800.935385896635
2024-07-31,28106.853590303814,27670.983667812874
2024-08-01,27336.821602441654,26912.893030190673
2024-08-02,27174.937202448255,26753.51906917796
2024-08-05,26096.247993769673,25691.557744332695
2024-08-06,26163.323581630157,25757.593150616543
2024-08-07,26032.82379161751,25629.117099517796
2024-08-08,26584.698978910714,26172.43402559057
2024-08-09,26516.269708154585,26105.065928787793
2024-08-12,26632.227639035882,26219.22563013112
2024-08-13,27131.842731277266,26711.092889950385
2024-08-14,27140.78440252125,26719.895897308015
2024-08-15,27516.887165930708,27090.166208436425
2024-08-16,27576.136385868438,27148.49661500293
2024-08-19,27775.13210397522,27344.406386546936
2024-08-20,27742.669629215,27312.447326952424
2024-08-21,27627.227285936307,27198.795217683935
2024-08-22,27354.99763089502,26930.787192013628
2024-08-23,27635.400809246752,27206.8419892411
2024-08-26,27233.442391926008,26811.11698341337
2024-08-27,27306.791612880115,26883.328733780476
2024-08-28,27338.00325539863,26914.056358542904
2024-08-29,26994.20898505639,26575.59351320295
2024-08-30,27272.92510214688,26849.987411445185
2024-09-02,27284.99583799307,26861.8709591139
2024-09-03,27119.75604324206,26699.193637472854
2024-09-04,27313.27727608363,26889.71381989489
2024-09-05,27934.161950984988,27500.970061849966
2024-09-06,27093.48939459218,26673.334321578102
2024-09-09,27305.59740937939,26882.15304951334
2024-09-10,27757.895231158196,27327.436816307723
2024-09-11,27941.925595558358,27508.613310906716
2024-09-12,28382.77102326636,27942.622282809083
2024-09-13,28044.245242965662,27609.346225859557
2024-09-16,27701.07006382398,27271.492871099705
2024-09-17,27662.909477806217,27233.92406429395
2024-09-18,27718.74699233266,27288.89567282168
2024-09-19,28334.751511143393,27895.347438208577
2024-09-20,28109.97094791176,27674.05268267713
2024-09-23,28237.325041560478,27799.431819621812
2024-09-24,28540.53565261009,28097.940360939145
2024-09-25,28344.72540922569,27905.166665040673
2024-09-26,28342.6484665376,27903.121930754904
2024-09-27,28189.92021166198,27752.762124997967
2024-09-30,28121.912478962106,27685.80902920668
2024-10-01,28279.647363740798,27841.097824038603
2024-10-02,28060.973042061392,27625.81461689056
2024-10-03,27749.02545771214,27318.704591785514
2024-10-04,27734.826143107486,27304.725474512306
2024-10-07,27814.69046324386,27383.35129049112
2024-10-08,27875.721156147,27443.43554364781
2024-10-09,27930.179973004655,27497.04983480264
2024-10-10,28336.091240853333,27896.666391922252
2024-10-11,28315.58653518872,27876.479665089384
2024-10-14,28315.58653518872,27876.479665089384
2024-10-15,28349.50162466743,27909.86881283027
2024-10-16,28450.749896815163,28009.54696698555
2024-10-17,29294.13503913157,28839.85322747585
2024-10-18,29326.458527820865,28871.67545634024
2024-10-21,29202.863300103258,28749.99689432669
2024-10-22,29122.107255759413,28670.493182645256
2024-10-23,29122.1072557594,28670.493182645256
2024-10-24,28650.93541978041,28206.62809236685
2024-10-25,28736.28341631425,28290.652546067464
2024-10-28,28724.057858006505,28278.616576862416
2024-10-29,28444.069132175006,28002.96980499009
2024-10-30,28346.636386473012,27907.048007611822
2024-10-31,28792.152104431247,28345.654844758094
2024-11-01,28613.238777319442,28169.516034465472
2024-11-04,28408.36046873473,27967.81489732032
2024-11-05,28995.463881205542,28545.81374324598
2024-11-06,28396.039688214034,27955.68518257059
2024-11-07,28758.029136633042,28312.061042392146
2024-11-08,28587.72048190914,28144.39346664549
2024-11-11,28660.779250860785,28216.319269224434
2024-11-12,28534.34735070005,28091.848024757383
2024-11-13,28607.000157459122,28163.374160644205
2024-11-14,28412.566034160904,27971.955244508164
2024-11-15,28025.607476778154,27590.997486747885
2024-11-18,28126.894719936474,27690.714007566796
2024-11-19,28709.688414148713,28264.46996863298
2024-11-20,28760.492746846587,28314.486447916956
2024-11-21,28384.815179021116,27944.63473860828
2024-11-22,28489.436156876123,28047.633295890246
2024-11-25,28156.32444869582,27719.687351780933
2024-11-26,27845.811414611813,27413.98963050537
2024-11-27,27916.231131792993,27483.317306680572
2024-11-28,28044.020317605755,27609.124788552825
2024-11-29,28659.08446756301,28214.650767952935
2024-12-02,28805.854854975358,28359.145098488985
2024-12-03,28741.120060130706,28295.41418513255
2024-12-04,29139.275777166808,28687.395461441363
2024-12-05,28953.200892600278,28504.206152282724
2024-12-06,29205.520132986705,28752.61252610097
2024-12-09,28930.050562637764,28481.414828442823
2024-12-10,28578.37918549302,28135.197031344163
2024-12-11,29015.17049605814,28565.214755742156
2024-12-12,29038.327601063884,28588.0127495606
2024-12-13,29172.43271984032,28720.038219416565
2024-12-16,29487.03726473476,29029.764001977903
2024-12-17,29393.037686912754,28937.22213227565
2024-12-18,28623.30554236366,28179.42668811551
2024-12-19,28569.151811593674,28126.11275189447
